Price(VND),Acreage,Area,Bedrooms,Floors,Parking,Address,District
7400000000.0,73,"7,5x9,8m",4,3.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5400000000.0,57,4x14m,2,2.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5500000000.0,55,5x10m,2,2.0,0,"Đường Số 6, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
4500000000.0,51,"5,1x10m",1,1.0,0,"Đường Bưng Ông Thoàn, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
5500000000.0,50,"4,4x11,4m",3,4.0,0,"Đường Nguyễn Duy Trinh, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5050000000.0,82,4x25m,1,1.0,0,"Đường Nguyễn Duy Trinh, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5900000000.0,51,"4,3x12m",4,3.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
3550000000.0,54,"4,9x11m",2,1.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
7500000000.0,88,"5x17,5m",0,1.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
6300000000.0,98,"6,7x13m",3,2.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
14000000000.0,127,"6,8x18,7m",0,1.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
4700000000.0,50,4x13m,2,3.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
3400000000.0,33,3x11m,2,2.0,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
5100000000.0,86,4x19m,3,2.0,0,"Đường Số 6, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
4850000000.0,70,"8x8,7m",1,1.0,0,"Đường Số 182, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
3900000000.0,52,4x13m,3,2.0,0,"Đường Số 3, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
4300000000.0,65,4x16m,2,2.0,0,"Đường Bùi Xương Trạch, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
4400000000.0,85,4x22m,3,2.0,0,"Đường Số 6, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
4500000000.0,77,"4,5x16,5m",4,2.0,0,"Đường Số 6, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
3800000000.0,45,4x11m,2,2.0,0,"Đường Số 2, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5950000000.0,104,"9,6x10,8m",5,2.0,0,"Đường Số 2, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
2250000000.0,32,"4,8x6,5m",1,2.0,0,"Đường Số 2, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
4800000000.0,70,"4x17,5m",4,2.0,0,"Đường Số 10, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
5350000000.0,83,"4,1x20m",3,2.0,0,"Đường Nguyễn Duy Trinh, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
2800000000.0,52,4x13m,3,2.0,0,"Đường Nguyễn Duy Trinh, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
2700000000.0,55,5x12m,2,2.0,0,"Đường Nguyễn Duy Trinh, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5450000000.0,83,"4,6x17,8m",4,2.0,0,"Đường Số 3, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
43000000000.0,142,8x20m,7,4.0,1,"Đường Phan Văn Trị, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
13500000000.0,225,9x25m,8,1.0,1,"Đường Dương Quảng Hàm, Phường An Nhơn, Hồ Chí Minh",Phường An Nhơn
17300000000.0,277,7x40m,8,1.0,1,"Đường Nguyễn Văn Lượng, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
18900000000.0,210,7x30m,3,1.0,0,"Đường Phạm Văn Bạch, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
4880000000.0,108,"44,2x22m",2,1.0,1,"Đường Lê Văn Lương, Xã Nhà Bè, Hồ Chí Minh",Huyện Nhà Bè
4000000000.0,64,nan,3,1.0,0,"Đường An Dương Vương, Phường An Lạc, Hồ Chí Minh",Quận Bình Tân
4000000000.0,68,4x17m,2,1.0,0,"Đường Số 8, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
3950000000.0,66,"3x18,5m",3,1.0,0,"Đường Số 11, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
27000000000.0,77,4x17m,6,3.0,0,"Đường Cô Giang, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1
5500000000.0,64,"4x16,4m",5,2.0,0,"Đường số 8, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
100000000000.0,278,"7,8x34m",2,1.0,0,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh",Quận 1
30000000000.0,72,4x18m,6,3.0,0,"Đường Nguyễn Trường Tộ, Phường Xóm Chiếu, Hồ Chí Minh",Phường Xóm Chiếu
6400000000.0,92,"5,7x16,2m",2,2.0,1,"Đường số 8, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
18500000000.0,100,5x20m,6,3.0,0,"Đường Trung Sơn, Xã Bình Hưng, Hồ Chí Minh",Huyện Bình Chánh
3800000000.0,40,nan,3,2.0,0,"Đường Binh Tiên, Phường Bình Tiên, Hồ Chí Minh",Phường Bình Tiên
5000000000.0,50,"4,9x10m",4,3.0,0,"Đường Số 8, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
5600000000.0,83,"5,5x15m",3,2.0,1,"Đường Đào Sư Tích, Xã Nhà Bè, Hồ Chí Minh",Huyện Nhà Bè
5800000000.0,68,5x14m,3,2.0,0,"Đường số 8, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
6200000000.0,56,4x16m,2,2.0,0,"Đường Số 102, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
3900000000.0,75,"5,7x13m",2,2.0,0,"Đường số 970, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
3500000000.0,44,"4,1x9,7m",2,2.0,0,"Đường Số 10, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
3100000000.0,45,"1,7x20m",1,2.0,0,"Đường Hồ Bá Phấn, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
3700000000.0,34,"4,3x7,9m",3,2.0,0,"Đường Số 22, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
6900000000.0,86,4x23m,4,3.0,0,"Đường Số 6, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5600000000.0,54,"4x13,5m",4,3.0,0,"Đường Số 6, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
6400000000.0,81,"6,2x13m",4,4.0,0,"Đường Số 6, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
7600000000.0,83,"5x16,5m",5,4.0,0,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
10800000000.0,80,4x20m,4,4.0,0,"Đường số 6d, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
10500000000.0,97,"4,5x22m",6,4.0,0,"Đường Số 9, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
6100000000.0,61,"4,4x14m",4,4.0,0,"Đường số 79, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
7000000000.0,105,"5,5x19m",2,3.0,0,"Đường Số 4, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
9000000000.0,136,7x19m,4,4.0,0,"Đường Số 4, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
10500000000.0,151,5x30m,4,2.0,0,"Đường số 1, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
5200000000.0,80,4x20m,2,1.0,0,"Đường số 1, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
14800000000.0,108,"4,5x24m",3,2.0,0,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
4500000000.0,82,"5,5x14,9m",2,1.0,0,"Đường số 3, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
4300000000.0,63,4x16m,1,1.0,0,"Đường Số 3, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
8500000000.0,124,"4,8x26m",1,1.0,0,"Đường Số 2, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
7800000000.0,100,10x10m,0,1.0,0,"Đường Trường Lưu, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
7350000000.0,72,4x18m,5,4.0,0,"Đường Số 10, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
4700000000.0,23,"2,8x8m",2,2.0,0,"Đường Số 4, Phường Thủ Đức, Hồ Chí Minh",TP Thủ Đức
4500000000.0,49,"3,7x16m",2,2.0,0,"Đường Số 14, Phường Thủ Đức, Hồ Chí Minh",TP Thủ Đức
4580000000.0,44,"2,8x44m",2,3.0,0,"Đường Nguyễn Duy Trinh, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
3600000000.0,47,4x12m,2,2.0,0,"Đường Số 102, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
29000000000.0,210,9x27m,3,,0,"Đường Quang Trung, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
10500000000.0,68,4x17m,5,3.0,1,"Đường Phạm Ngũ Lão, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
12000000000.0,80,4x20m,6,4.0,0,"Đường Nguyễn Oanh, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
14500000000.0,100,4x28m,6,1.0,0,"Đường Lê Đức Thọ, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
22000000000.0,126,8x16m,5,3.0,1,"Đường Lê Đức Thọ, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
32000000000.0,360,12x30m,6,,1,"Đường Nguyễn Oanh, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
14000000000.0,90,"5,4x18m",2,,1,"Đường Quang Trung, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
49999999000.0,240,8x30m,6,2.0,1,"Đường Quang Trung, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
15500000000.0,120,"4,25x27m",5,2.0,1,"Đường Quang Trung, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
21000000000.0,130,5x26m,1,,0,"Đường Quang Trung, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
20000000000.0,173,4x27m,6,3.0,1,"Đường Phan Văn Trị, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
13500000000.0,150,6x25m,3,,0,"Đường Phạm Văn Chiêu, Phường An Hội Đông, Hồ Chí Minh",Phường An Hội Đông
13500000000.0,100,4x25m,6,3.0,0,"Đường Nguyễn Oanh, Phường An Nhơn, Hồ Chí Minh",Phường An Nhơn
26000000000.0,144,6x27m,3,2.0,0,"Đường Phan Văn Trị, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
15000000000.0,110,5x22m,5,2.0,0,"Đường Lê Đức Thọ, Phường An Hội Đông, Hồ Chí Minh",Phường An Hội Đông
17000000000.0,110,"5,5x19,5m",5,3.0,0,"Đường Nguyễn Thái Sơn, Phường An Nhơn, Hồ Chí Minh",Phường An Nhơn
15000000000.0,140,7x20m,1,,0,"Đường Lê Đức Thọ, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
17000000000.0,140,5x28m,4,3.0,0,"Đường Lê Văn Thọ, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
4690000000.0,66,6x11m,3,2.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
5900000000.0,34,3x11m,3,3.0,0,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
13500000000.0,116,9x16m,7,2.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4680000000.0,40,"3,6x11m",4,3.0,0,"Đường Cao Xuân Dục, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
7000000000.0,110,"5,8x23m",4,2.0,0,"Đường Nguyễn Duy, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
14800000000.0,64,"5,3x12m",3,4.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
3900000000.0,25,"3,2x8m",2,2.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
3580000000.0,35,"4,2x8,5m",2,2.0,0,"Đường Bến Bình Đông, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
5100000000.0,56,4x14m,3,2.0,0,"Đường Mễ Cốc, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
4000000000.0,42,"2,5x17,5m",2,2.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
9000000000.0,40,"4,2x9m",3,3.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
3400000000.0,30,3x10m,2,2.0,0,"Đường Đông Hồ, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6250000000.0,44,4x11m,3,3.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5300000000.0,95,"4,1x20m",3,1.0,0,"Đường Số 16, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4350000000.0,40,"4,5x10m",2,2.0,0,"Đường Bùi Minh Trực, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
7180000000.0,80,4x20m,7,4.0,0,"Đường Bùi Minh Trực, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
7000000000.0,60,4x15m,4,4.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
9800000000.0,140,8x25m,4,2.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4680000000.0,28,4x7m,3,4.0,0,"Đường Hưng Phú, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4200000000.0,39,3x13m,2,2.0,0,"Đường Mạc Văn, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
6999999000.0,58,"3,8x15m",5,4.0,0,"Đường Tùng Thiện Vương, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
5200000000.0,48,4x12m,2,2.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7900000000.0,110,"4,5x25m",3,2.0,0,"Đường Bùi Minh Trực, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
6900000000.0,44,4x11m,5,5.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6390000000.0,48,6x8m,4,2.0,0,"Đường Trần Xuân Soạn, Phường Tân Hưng, Hồ Chí Minh",Quận 7
5300000000.0,56,"3,5x16m",3,3.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7900000000.0,72,"4,5x16m",2,2.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4390000000.0,24,"4,2x5,6m",2,3.0,0,"Đường Hưng Phú, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
16000000000.0,52,4x13m,3,3.0,0,"Đường Nguyễn Văn Cừ, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
5200000000.0,44,4x11m,4,3.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
2950000000.0,20,"2,6x9m",2,2.0,0,"Đường Tạ Quang Bửu, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7900000000.0,68,4x17m,2,2.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
2880000000.0,29,"3,3x9m",2,2.0,0,"Đường Cao Lỗ, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5250000000.0,34,"5,9x5,7m",4,3.0,0,"Đường Trần Bình Trọng, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
6900000000.0,56,4x14m,5,4.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
13000000000.0,108,"4,5x24m",4,3.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7300000000.0,38,3x13m,5,5.0,0,"Đường Trần Bình Trọng, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
3550000000.0,35,"4,8x9,5m",2,2.0,0,"Đường Bình Đông, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
6200000000.0,80,4x20m,2,2.0,0,"Đường Dạ Nam, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6500000000.0,44,3x16m,3,2.0,0,"Đường Dạ Nam, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5900000000.0,48,4x12m,2,2.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5250000000.0,56,"3,2x17,5m",3,3.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
8390000000.0,60,5x12m,3,4.0,0,"Đường Trần Xuân Soạn, Phường Tân Hưng, Hồ Chí Minh",Quận 7
6920000000.0,46,"3,6x14m",4,4.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
8700000000.0,64,4x16m,3,3.0,0,"Đường Cao Lỗ, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7800000000.0,100,5x20m,4,4.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
8200000000.0,48,"4,8x10m",4,4.0,0,"Đường Bông Sao, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
4600000000.0,28,4x7m,3,4.0,0,"Đường Bông Sao, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
4850000000.0,27,3x7m,5,4.0,0,"Đường Tùng Thiện Vương, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
5790000000.0,40,4x10m,4,3.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
4599000000.0,44,"4,3x10m",2,2.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
7180000000.0,56,"3,5x16m",3,3.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
12500000000.0,100,"3,6x26m",4,4.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6800000000.0,48,4x12m,4,3.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
8300000000.0,62,"4,6x14m",4,3.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6900000000.0,60,"4,2x15m",3,2.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4700000000.0,92,"3,8x24m",2,2.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
4450000000.0,36,"3,5x9m",2,2.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
4980000000.0,40,4x10m,2,2.0,0,"Đường Liên Tỉnh 5, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
13000000000.0,140,"5,2x25m",5,3.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4750000000.0,38,"2,5x15m",2,2.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5790000000.0,38,"3,8x10m",4,3.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
5700000000.0,36,3x12m,3,3.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
2900000000.0,16,"2,2x7,4m",2,2.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
8700000000.0,60,4x15m,3,5.0,0,"Đường Bùi Minh Trực, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
5050000000.0,50,"3,7x14m",4,3.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
6500000000.0,44,"4,4x10m",4,3.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
8400000000.0,66,"3,7x18m",3,3.0,0,"Đường Bùi Minh Trực, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
10600000000.0,60,4x15m,4,4.0,0,"Đường Trần Xuân Soạn, Phường Tân Hưng, Hồ Chí Minh",Quận 7
7100000000.0,58,"3,5x15m",4,4.0,0,"Đường Phạm Thế Hiển, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
9500000000.0,116,"3,5x33m",6,3.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6350000000.0,50,5x9m,4,4.0,0,"Đường Mạc Văn, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
5180000000.0,44,4x11m,3,3.0,0,"Đường Mai Hắc Đế, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
7600000000.0,60,4x15m,3,3.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7200000000.0,48,4x12m,3,3.0,0,"Đường Phạm Thế Hiển, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
11500000000.0,108,"4,2x28m",3,3.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
1990000000.0,15,"2,5x8m",2,2.0,0,"Đường Trần Xuân Soạn, Phường Tân Hưng, Hồ Chí Minh",Quận 7
8500000000.0,68,3x23m,3,4.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
11000000000.0,110,"4,5x24m",3,3.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7500000000.0,48,4x12m,6,5.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4480000000.0,46,"3,5x12m",2,2.0,0,"Đường Lưu Hữu Phước, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
7500000000.0,88,4x22m,3,3.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
15400000000.0,72,6x12m,0,,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5900000000.0,109,5x21m,2,1.0,1,"Đường Huỳnh Thị Hai, Phường Trung Mỹ Tây, Hồ Chí Minh",Quận 12
21000000000.0,280,14x20m,5,4.0,1,"Đường Lê Đức Thọ, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
35000000000.0,170,"10,2x17m",5,3.0,0,"Đường Nguyễn Thái Học, Phường Tân Sơn Nhì, Hồ Chí Minh",Quận Tân Phú
10500000000.0,168,6x29m,1,1.0,0,"Đường Lê Đức Thọ, Phường An Hội Đông, Hồ Chí Minh",Phường An Hội Đông
6200000000.0,40,4x10m,4,4.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4400000000.0,72,4x18m,2,2.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4700000000.0,40,4x10m,3,2.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7880000000.0,80,4x20m,6,4.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
8800000000.0,70,5x14m,4,4.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4500000000.0,40,4x10m,2,2.0,0,"Đường Cao Lỗ, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
2530000000.0,27,3x9m,2,2.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5000000000.0,55,"4,2x13,,5m",2,2.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
3900000000.0,50,3x15m,3,4.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
4500000000.0,70,"3,6x19m",3,2.0,0,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
5950000000.0,50,"4x12,5m",3,2.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5100000000.0,33,3x11m,3,3.0,0,"Đường Hưng Phú, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5500000000.0,48,4x12m,2,2.0,0,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5500000000.0,62,"3,5x12m",3,2.0,0,"Đường Tạ Quang Bửu, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
33000000000.0,147,"9,2x16m",4,4.0,0,"Đường Minh Phụng, Phường Bình Thới, Hồ Chí Minh",Phường Bình Thới
21000000000.0,222,"7,4x30m",1,1.0,0,"Đường Nơ Trang Long, Phường Bình Lợi Trung, Hồ Chí Minh",Phường Bình Lợi Trung
22000000000.0,100,"5,3x19m",5,5.0,0,"Đường Bùi Đình Túy, Phường Bình Thạnh, Hồ Chí Minh",Phường Bình Thạnh
42000000000.0,256,"9,5x27m",3,3.0,0,"Đường Hồng Hà, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
74000000000.0,336,12x28m,1,1.0,0,"Đường Lam Sơn, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
57000000000.0,170,10x17m,3,3.0,0,"Đường Bà Huyện Thanh Quan, Phường Nhiêu Lộc, Hồ Chí Minh",Phường Nhiêu Lộc
29500000000.0,76,4x19m,1,1.0,0,"Đường Mạc Đĩnh Chi, Phường Tân Định, Hồ Chí Minh",Quận 1
29500000000.0,77,"4,25x19m",4,4.0,0,"Đường Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Phường Thạnh Mỹ Tây
