Price(VND),Acreage,Area,Bedrooms,Floors,Parking,Address,District
7800000000.0,56,"4,2x13,5m",4,3.0,1,"Đường Nguyễn Xiển, Phường Long Bình, Hồ Chí Minh",Phường Long Bình
3500000000.0,25,3x8m,2,3.0,0,"Đường Nguyễn Công Hoan, Phường Phú Nhuận, Hồ Chí Minh",Phường Phú Nhuận
5600000000.0,56,4x14m,3,3.0,0,"Đường Trần Xuân Soạn, Phường Tân Hưng, Hồ Chí Minh",Phường Tân Hưng
6900000000.0,43,"3,7x10m",3,3.0,0,"Đường Khánh Hội, Phường Vĩnh Hội, Hồ Chí Minh",Phường Vĩnh Hội
1600000000.0,15,3x5m,0,3.0,0,"Đường Đoàn Văn Bơ, Phường Xóm Chiếu, Hồ Chí Minh",Phường Xóm Chiếu
2650000000.0,21,3x7m,0,2.0,0,"Đường Đoàn Văn Bơ, Phường Xóm Chiếu, Hồ Chí Minh",Phường Xóm Chiếu
2350000000.0,22,"5,5x5m",2,2.0,0,"Đường Tôn Đản, Phường Vĩnh Hội, Hồ Chí Minh",Phường Vĩnh Hội
2700000000.0,20,4x5m,2,3.0,0,"Đường Bến Vân Đồn, Phường Vĩnh Hội, Hồ Chí Minh",Phường Vĩnh Hội
3300000000.0,35,5x7m,0,2.0,0,"Đường Tôn Đản, Phường Khánh Hội, Hồ Chí Minh",Phường Khánh Hội
3100000000.0,30,5x6m,0,2.0,0,"Đường Đoàn Văn Bơ, Phường Xóm Chiếu, Hồ Chí Minh",Phường Xóm Chiếu
2850000000.0,28,4x7m,3,3.0,0,"Đường Tôn Đản, Phường Khánh Hội, Hồ Chí Minh",Phường Khánh Hội
3200000000.0,30,"4,2x6m",2,2.0,0,"Đường Tôn Đản, Phường Xóm Chiếu, Hồ Chí Minh",Phường Xóm Chiếu
6700000000.0,28,4x7m,0,4.0,0,"Đường Vĩnh Hội, Phường Vĩnh Hội, Hồ Chí Minh",Phường Vĩnh Hội
3780000000.0,28,4x7m,2,2.0,0,"Đường Đoàn Văn Bơ, Phường Xóm Chiếu, Hồ Chí Minh",Phường Xóm Chiếu
6900000000.0,87,"5,3x16,5m",3,1.0,0,"Đường Nguyễn Thượng Hiền, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
8200000000.0,76,4x19m,2,3.0,1,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6500000000.0,40,4x10m,2,1.0,0,"Đường Kỳ Đồng, Phường Nhiêu Lộc, Hồ Chí Minh",Phường Nhiêu Lộc
5780000000.0,38,"3,5x11m",3,2.0,1,"Đường Liên Tỉnh 5, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
8600000000.0,96,"4,5x21,47m",6,1.0,0,"Đường Nguyễn Hữu Cảnh, Phường Bình Thạnh, Hồ Chí Minh",Phường Bình Thạnh
7500000000.0,80,"5,3x15m",3,1.0,0,"Đường Vũ Tùng, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Phường Thạnh Mỹ Tây
4050000000.0,37,"3,25x11,4m",2,2.0,1,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
10000000000.0,59,"3x13,5m",4,4.0,0,"Đường Hòa Hưng, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
7900000000.0,44,4x11m,5,6.0,1,"Đường Phan Văn Trị, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
7800000000.0,60,4x15m,5,5.0,1,"Đường Quang Trung, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
6800000000.0,60,5x12m,3,4.0,0,"Đường Bùi Quang Là, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
6600000000.0,65,5x13m,2,2.0,1,"Đường Quang Trung, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
5800000000.0,38,"3,5x11m",3,2.0,0,"Đường Lê Quang Định, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
6500000000.0,60,4x15m,4,3.0,0,"Đường Bùi Quang Là, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
6700000000.0,44,4x11m,3,4.0,0,"Đường Nguyễn Tư Giản, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
7600000000.0,48,4x12m,5,5.0,1,"Đường Quang Trung, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
8000000000.0,64,4x16m,4,5.0,1,"Đường Phạm Văn Chiêu, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
10300000000.0,110,4x22m,10,4.0,1,"Đường Lê Văn Thọ, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
8600000000.0,56,4x14m,4,4.0,1,"Đường Lê Văn Thọ, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
8500000000.0,52,4x13m,4,4.0,1,"Đường Thống Nhất, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
5250000000.0,60,"4,3x14m",2,2.0,0,"Đường Phạm Văn Bạch, Phường Tân Sơn, Hồ Chí Minh",Phường Tân Sơn
8800000000.0,75,5x15m,6,4.0,0,"Đường Quang Trung, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
6000000000.0,56,"4,2x14m",2,1.0,0,"Đường Bùi Đình Túy, Phường Bình Thạnh, Hồ Chí Minh",Phường Bình Thạnh
8900000000.0,54,"4,3x13m",4,4.0,1,"Đường Nguyễn Văn Nghi, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
11500000000.0,66,6x11m,7,5.0,0,"Đường Bạch Đằng, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
5680000000.0,36,4x9m,3,3.0,0,"Đường Lý Thường Kiệt, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
9000000000.0,69,"4,1x17m",4,3.0,1,"Đường Dương Quảng Hàm, Phường An Nhơn, Hồ Chí Minh",Phường An Nhơn
10500000000.0,99,"5,5x18m",3,2.0,0,"Đường Nguyễn Thái Sơn, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
6500000000.0,66,"4x16,5m",4,3.0,0,"Đường Dương Quảng Hàm, Phường An Nhơn, Hồ Chí Minh",Phường An Nhơn
9268000000.0,57,3x19m,4,5.0,1,"Đường Nguyễn Thái Sơn, Phường Hạnh Thông, Hồ Chí Minh",Phường Hạnh Thông
9300000000.0,80,4x20m,4,4.0,1,"Đường Quang Trung, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
10500000000.0,60,4x15m,3,3.0,1,"Đường Số 15, Phường Tân Thuận, Hồ Chí Minh",Phường Tân Thuận
16000000000.0,63,12x7m,5,3.0,1,"Đường Tô Hiến Thành, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
5600000000.0,46,"4,5x11m",3,3.0,0,"Đường Tân Kỳ Tân Quý, Phường Phú Thọ Hòa, Hồ Chí Minh",Phường Phú Thọ Hòa
7500000000.0,73,"4,8x17,38m",2,1.0,0,"Đường Số 61, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
80000000000.0,243,30x12m,15,6.0,0,"Đường Số 1, Phường An Khánh, Hồ Chí Minh",Phường An Khánh
10700000000.0,64,4x16m,5,4.0,1,"Đường số 57, Phường Bình Phú, Hồ Chí Minh",Phường Bình Phú
8850000000.0,140,7x20m,4,3.0,1,"Đường Số 4, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
11500000000.0,100,5x20m,4,2.0,1,"Đường Số 20, Phường Hiệp Bình, Hồ Chí Minh",Phường Hiệp Bình
3200000000.0,40,"4x4,6m",2,2.0,1,"Đường Vũ Tùng, Phường Gia Định, Hồ Chí Minh",Phường Gia Định
5400000000.0,47,"3,1x15m",3,2.0,0,"Đường Dương Quảng Hàm, Phường An Nhơn, Hồ Chí Minh",Phường An Nhơn
5800000000.0,57,"6,5x8,5m",4,1.0,0,"Đường Số 1, Phường An Hội Đông, Hồ Chí Minh",Phường An Hội Đông
5380000000.0,30,3x10m,2,1.0,0,"Đường Dạ Nam, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5300000000.0,75,5x15m,4,2.0,1,"Đường Chiến Lược, Phường Bình Trị Đông, Hồ Chí Minh",Phường Bình Trị Đông
18500000000.0,100,"4,1x26m",7,4.0,1,"Đường Cách Mạng Tháng Tám, Phường Tân Sơn Nhất, Hồ Chí Minh",Phường Tân Sơn Nhất
16200000000.0,80,4x20m,4,4.0,1,"Đường Số 1, Phường An Khánh, Hồ Chí Minh",Phường An Khánh
7500000000.0,63,5x13m,5,3.0,1,"Đường số 23, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
3200000000.0,40,"4x4,6m",2,2.0,1,"Đường Nguyễn Hữu Cảnh, Phường Bình Thạnh, Hồ Chí Minh",Phường Bình Thạnh
3200000000.0,40,"4x4,6m",2,2.0,1,"Đường Điện Biên Phủ, Phường Gia Định, Hồ Chí Minh",Phường Gia Định
3200000000.0,40,"4x4,6m",2,2.0,1,"Đường Bạch Đằng, Phường Gia Định, Hồ Chí Minh",Phường Gia Định
5800000000.0,68,5x14m,3,2.0,0,"Đường số 8, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
7000000000.0,60,"4,5x14m",3,3.0,0,"Đường Số 10, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
5000000000.0,87,4x23m,3,2.0,0,"Đường Số 10, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
5000000000.0,62,"6,7x9,4m",3,3.0,0,"Đường Số 13, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
6000000000.0,88,6x15m,4,2.0,0,"Đường số 9, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
6800000000.0,74,"5,2x14m",4,4.0,1,"Đường Số 6, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
5500000000.0,40,"3,5x8m",2,3.0,0,"Đường Nguyễn Văn Trỗi, Phường Cầu Kiệu, Hồ Chí Minh",Phường Cầu Kiệu
2850000000.0,29,"3,1x9m",3,3.0,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
7900000000.0,136,5x27m,5,2.0,1,"Đường Tân Chánh Hiệp 10, Phường Trung Mỹ Tây, Hồ Chí Minh",Phường Trung Mỹ Tây
5800000000.0,77,"5,5x14m",4,3.0,1,"Đường Tân Chánh Hiệp 5, Phường Trung Mỹ Tây, Hồ Chí Minh",Phường Trung Mỹ Tây
7600000000.0,300,5x13m,5,5.0,1,"Đường Lâm Thị Hố, Phường Trung Mỹ Tây, Hồ Chí Minh",Phường Trung Mỹ Tây
4000000000.0,60,4x18m,3,3.0,1,"Đường Tô Ký, Phường Trung Mỹ Tây, Hồ Chí Minh",Phường Trung Mỹ Tây
90000000000.0,120,8x15m,8,6.0,1,"Đường Phạm Ngũ Lão, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
160000000000.0,210,12x19m,8,3.0,0,"Đường Yersin, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
45000000000.0,160,6x30m,12,5.0,0,"Đường Lê Thị Riêng, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
82500000000.0,134,"8,6x16m",8,5.0,1,"Đường Cao Thắng, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
87000000000.0,353,11x30m,14,5.0,1,"Đường Đề Thám, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
135000000000.0,106,6x15m,6,6.0,0,"Đường Lê Thị Hồng Gấm, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
79000000000.0,200,8x26m,14,8.0,1,"Đường Lê Hồng Phong, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
200000000000.0,156,8x17m,6,6.0,1,"Đường Lê Lai, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
35000000000.0,64,16x4m,3,4.0,1,"Đường Trần Khắc Chân, Phường Tân Định, Hồ Chí Minh",Phường Tân Định
87000000000.0,353,11x35m,14,3.0,1,"Đường Cô Bắc, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
116000000000.0,350,14x30m,1,1.0,0,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh",Phường Nhiêu Lộc
75000000000.0,168,"7,3x24m",8,5.0,1,"Đường Lê Ngô Cát, Phường Xuân Hòa, Hồ Chí Minh",Phường Xuân Hòa
133000000000.0,200,10x20m,8,8.0,1,"Đường Trần Bình Trọng, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
45000000000.0,1247,10x18m,3,3.0,0,"Đường Võ Thị Sáu, Phường Tân Định, Hồ Chí Minh",Phường Tân Định
90000000000.0,90,5x18m,8,5.0,0,"Đường Lê Thánh Tôn, Phường Sài Gòn, Hồ Chí Minh",Phường Sài Gòn
56000000000.0,99,5x22m,8,8.0,0,"Đường Cao Thắng, Phường Bàn Cờ, Hồ Chí Minh",Phường Bàn Cờ
96000000000.0,170,11x18m,8,6.0,1,"Đường Cô Bắc, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
49000000000.0,60,8x10m,5,6.0,0,"Đường Nguyễn Cư Trinh, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
46000000000.0,82,4x23m,8,5.0,1,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
28000000000.0,60,5x12m,2,2.0,0,"Đường Nguyễn Văn Cừ, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
33000000000.0,65,4x17m,7,6.0,1,"Đường Trương Định, Phường Xuân Hòa, Hồ Chí Minh",Phường Xuân Hòa
31000000000.0,64,"5,3x13m",2,2.0,1,"Đường Phạm Ngũ Lão, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
65000000000.0,83,4x23m,8,5.0,1,"Đường Lê Lai, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
115000000000.0,136,8x17m,8,5.0,0,"Đường Bùi Viện, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
68000000000.0,630,15x40m,6,1.0,1,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Hồ Chí Minh",Phường Tân Hưng
180000000000.0,1600,20x85m,1,1.0,1,"Đường Nguyễn Thị Thập, Phường Tân Mỹ, Hồ Chí Minh",Phường Tân Mỹ
53000000000.0,99,4x24m,16,9.0,1,"Đường Tôn Thất Tùng, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
31000000000.0,63,"5,3x13m",2,1.0,1,"Đường Phạm Ngũ Lão, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
135000000000.0,373,15x22m,1,1.0,0,"Đường Lê Quý Đôn, Phường Xuân Hòa, Hồ Chí Minh",Phường Xuân Hòa
64000000000.0,103,6x15m,3,3.0,1,"Đường Lê Thị Hồng Gấm, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
85000000000.0,90,4x22m,20,10.0,0,"Đường Nguyễn An Ninh, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
42000000000.0,86,4x23m,5,5.0,1,"Đường Cống Quỳnh, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
28000000000.0,90,"4,2x22m",6,4.0,1,"Đường Hoàng Diệu, Phường Xóm Chiếu, Hồ Chí Minh",Phường Xóm Chiếu
50000000000.0,83,4x21m,4,3.0,1,"Đường Lý Tự Trọng, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
35000000000.0,37,6x9m,4,5.0,1,"Đường Cô Giang, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
30000000000.0,60,4x17m,5,4.0,1,"Đường Lý Tự Trọng, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
65000000000.0,88,5x20m,6,7.0,1,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Hồ Chí Minh",Phường Cầu Ông Lãnh
42000000000.0,66,5x15m,4,5.0,1,"Đường Phạm Hồng Thái, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
40000000000.0,105,4x26m,8,8.0,1,"Đường Lê Hồng Phong, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
50000000000.0,70,"4,5x16m",8,5.0,1,"Đường Võ Văn Tần, Phường Bàn Cờ, Hồ Chí Minh",Phường Bàn Cờ
600000000000.0,660,20x33m,3,2.0,1,"Đường Nguyễn Cư Trinh, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
47000000000.0,146,7x24m,21,6.0,1,"Đường Mai Thị Lựu, Phường Tân Định, Hồ Chí Minh",Phường Tân Định
15100000000.0,678,43x16m,6,5.0,1,"Đường Bông Sao, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
2800000000.0,766,44x6m,1,2.0,0,"Đường Mai Hắc Đế, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
6700000000.0,56,"5,1x11m",3,2.0,0,"Đường Phạm Văn Hai, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
12900000000.0,60,4x15m,6,4.0,0,"Đường 3/2, Phường Diên Hồng, Hồ Chí Minh",Phường Diên Hồng
8900000000.0,66,6x10m,4,3.0,1,"Đường số 37, Phường Hiệp Bình, Hồ Chí Minh",Phường Hiệp Bình
9100000000.0,43,"3,6x12m",0,2.0,0,"Đường Cách Mạng Tháng 8, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
8800000000.0,69,5x14m,3,3.0,1,"Đường Tô Ngọc Vân, Phường Hiệp Bình, Hồ Chí Minh",Phường Hiệp Bình
5200000000.0,100,7x14m,1,1.0,0,"Đường Kha Vạn Cân, Phường Linh Xuân, Hồ Chí Minh",Phường Linh Xuân
3400000000.0,37,"4x10,m",2,2.0,0,"Đường Số 2, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
2780000000.0,16,4x4m,2,3.0,0,"Đường Âu Dương Lân, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
17514000000.0,63,"4,5x16m",0,5.0,1,"Đường Tam Đảo, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
5500000000.0,49,"4x12,2m",2,2.0,0,"Đường Lê Văn Thọ, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
21010000000.0,55,4x15m,4,3.0,0,"Đường Nguyễn Cư Trinh, Phường Bến Thành, Hồ Chí Minh",Phường Bến Thành
12000000000.0,94,"4x24,5m",4,4.0,0,"Đường Hiệp Thành 22, Phường Tân Thới Hiệp, Hồ Chí Minh",Phường Tân Thới Hiệp
3100000000.0,20,"3,5x6m",1,2.0,0,"Đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Phường Thạnh Mỹ Tây
16200000000.0,76,4x19m,5,3.0,1,"Đường Phú Thuận, Phường Phú Thuận, Hồ Chí Minh",Phường Phú Thuận
7500000000.0,69,5x14m,4,4.0,1,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Hồ Chí Minh",Phường Phú Thọ Hòa
8600000000.0,54,"5x11,5m",4,2.0,1,"Đường Gò Ô Môi, Phường Phú Thuận, Hồ Chí Minh",Phường Phú Thuận
9250000000.0,33,"3,5x10m",5,4.0,0,"Đường Huỳnh Văn Bánh, Phường Cầu Kiệu, Hồ Chí Minh",Phường Cầu Kiệu
6500000000.0,41,4x10m,4,5.0,1,"Đường Tây Lân, Phường Tân Tạo, Hồ Chí Minh",Phường Tân Tạo
6200000000.0,53,"4,2x13m",4,4.0,1,"Đường Bình Thành, Phường Bình Tân, Hồ Chí Minh",Phường Bình Tân
10500000000.0,62,6x12m,6,3.0,0,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
6000000000.0,45,4x11m,2,2.0,0,"Đường Trần Hưng Đạo, Phường An Đông, Hồ Chí Minh",Phường An Đông
5800000000.0,65,5x13m,4,1.0,0,"Đường Trần Thị Trọng, Phường Tân Sơn, Hồ Chí Minh",Phường Tân Sơn
9000000000.0,63,"4x15,5m",4,4.0,0,"Đường Bông Sao, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
9900000000.0,52,4x13m,10,4.0,1,"Đường Đông Hồ, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
13500000000.0,63,"4x15,75m",5,4.0,1,"Đường Cao Lỗ, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
7500000000.0,52,"3,63x15m",4,4.0,1,"Đường Hưng Phú, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
8500000000.0,67,"2,7x21m",3,4.0,0,"Đường Nguyễn Thị Tần, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
5400000000.0,112,"4,5x27m",1,1.0,0,"Đường Thạnh Xuân 24, Phường Thới An, Hồ Chí Minh",Phường Thới An
23200000000.0,147,"5,4x30m",2,2.0,1,"Đường Phan Văn Trị, Phường Bình Lợi Trung, Hồ Chí Minh",Phường Bình Lợi Trung
4100000000.0,86,"4,1x21m",2,1.0,0,"Đường Lê Đình Cẩn, Phường Tân Tạo, Hồ Chí Minh",Phường Tân Tạo
15700000000.0,100,5x20m,6,4.0,1,"Đường Nguyễn Văn Luông, Phường Bình Phú, Hồ Chí Minh",Phường Bình Phú
4850000000.0,33,"3,2x8,5m",3,2.0,0,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Hồ Chí Minh",Phường Tân Sơn Nhì
3600000000.0,30,"3,7x8m",3,4.0,0,"Đường Trần Thái Tông, Phường Tân Sơn, Hồ Chí Minh",Phường Tân Sơn
7800000000.0,40,4x10m,2,5.0,1,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Hồ Chí Minh",Phường Phú Thọ Hòa
6800000000.0,48,4x13m,4,4.0,0,"Đường Dương Bá Trạc, Phường Bình Đông, Hồ Chí Minh",Phường Bình Đông
4000000000.0,32,4x8m,2,2.0,0,"Đường Trần Thái Tông, Phường Tân Sơn, Hồ Chí Minh",Phường Tân Sơn
48000000000.0,113,"5,65x20m",12,8.0,1,"Đường Lý Thái Tổ, Phường Vườn Lài, Hồ Chí Minh",Phường Vườn Lài
4950000000.0,43,4x11m,2,1.0,1,"Đường Lê Đình Cẩn, Phường Tân Tạo, Hồ Chí Minh",Phường Tân Tạo
15600000000.0,40,"5,2x10m",3,4.0,1,"Đường Trần Phú, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
5380000000.0,45,"4,5x10m",2,2.0,1,"Đường Nguyễn Thị Minh Khai, Phường Bàn Cờ, Hồ Chí Minh",Phường Bàn Cờ
4450000000.0,39,"3,7x10,4m",2,2.0,1,"Đường Võ Văn Kiệt, Phường An Đông, Hồ Chí Minh",Phường An Đông
6800000000.0,48,"4,9x12m",5,4.0,0,"Đường Văn Thân, Phường Bình Tiên, Hồ Chí Minh",Phường Bình Tiên
9000000000.0,150,10x17m,2,1.0,1,"Đường Số 3, Phường Tam Bình, Hồ Chí Minh",Phường Tam Bình
11990000000.0,95,6x16m,4,3.0,1,"Đường Lê Đức Thọ, Phường Gò Vấp, Hồ Chí Minh",Phường Gò Vấp
16290000000.0,85,5x18m,7,6.0,1,"Đường Phan Văn Trị, Phường An Nhơn, Hồ Chí Minh",Phường An Nhơn
8500000000.0,37,"3,5x11m",2,1.0,0,"Đường Lê Văn Sỹ, Phường Phú Nhuận, Hồ Chí Minh",Phường Phú Nhuận
3250000000.0,26,4x7m,4,3.0,0,"Đường Gò Dầu, Phường Tân Sơn Nhì, Hồ Chí Minh",Phường Tân Sơn Nhì
5300000000.0,60,4x15m,3,1.0,1,"Đường Nguyễn Thị Kiêu, Phường Thới An, Hồ Chí Minh",Phường Thới An
3990000000.0,40,4x10m,2,1.0,0,"Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Hồ Chí Minh",Phường Trung Mỹ Tây
6800000000.0,40,4x9m,4,4.0,0,"Đường Hoàng Hoa Thám, Phường Đức Nhuận, Hồ Chí Minh",Phường Đức Nhuận
5300000000.0,37,"3,3x12m",4,4.0,0,"Đường Mễ Cốc, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
6900000000.0,54,"4x13,5m",3,3.0,0,"Đường Lê Văn Khương, Phường Đông Hưng Thuận, Hồ Chí Minh",Phường Đông Hưng Thuận
6800000000.0,80,5x16m,2,2.0,1,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
6500000000.0,65,"4,5x14m",4,3.0,0,"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Hồ Chí Minh",Phường Tân Thới Hiệp
7200000000.0,44,4x11m,3,4.0,1,"Đường Bùi Văn Thêm, Phường Cầu Kiệu, Hồ Chí Minh",Phường Cầu Kiệu
8900000000.0,80,"7,6x12m",3,1.0,1,"Đường Cách Mạng Tháng 8, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
10000000000.0,74,"4x18,9m",5,4.0,1,"Đường Dương Bá Trạc, Phường Chánh Hưng, Hồ Chí Minh",Phường Chánh Hưng
7600000000.0,31,"3,1x10m",2,3.0,0,"Đường Võ Văn Tần, Phường Bàn Cờ, Hồ Chí Minh",Phường Bàn Cờ
38000000000.0,107,"6,4x16,7m",33,7.0,1,"Đường Nguyễn Trãi, Phường Chợ Quán, Hồ Chí Minh",Phường Chợ Quán
7500000000.0,85,"4,8x18m",4,2.0,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
25000000000.0,193,"7,3x22m",15,4.0,1,"Đường số 9, Phường Thủ Đức, Hồ Chí Minh",Phường Thủ Đức
18000000000.0,66,"4,3x15m",9,6.0,0,"Đường Tam Đảo, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
16500000000.0,105,5x21m,7,3.0,1,"Đường Lê Văn Thọ, Phường An Hội Tây, Hồ Chí Minh",Phường An Hội Tây
8700000000.0,150,"8x18,6m",9,3.0,0,"Đường Huỳnh Tấn Phát, Phường Tân Thuận, Hồ Chí Minh",Phường Tân Thuận
10700000000.0,72,4x18m,4,4.0,1,"Đường số 4, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
10590000000.0,76,4x19m,3,4.0,1,"Đường Số 28, Phường Cát Lái, Hồ Chí Minh",Phường Cát Lái
7100000000.0,60,"4,8x13m",4,3.0,1,"Đường Lạc Long Quân, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
7100000000.0,180,"4,8x13m",6,3.0,0,"Đường Lạc Long Quân, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
19900000000.0,47,6x8m,8,5.0,0,"Đường Cách Mạng Tháng 8, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
6800000000.0,23,3x8m,2,2.0,0,"Đường Cách Mạng Tháng 8, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
22000000000.0,85,"4,15x20m",10,5.0,0,"Đường Phạm Văn Hai, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
22000000000.0,83,"6x13,4m",15,6.0,0,"Đường Âu Cơ, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
6800000000.0,3,3x8m,2,2.0,0,"Đường Cách Mạng Tháng 8, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
